TAG;Datum;ZEIT;RAIN;GLOBRAD;Rn;Tempera;LFrel;U;WINDRICHTU;pETP;Mod;Diff
107;17.04.1995;300;0;-0.039;-20.24;3.829;91.5;3.82;248.1;0.01;-19.02457;1.21543
107;17.04.1995;400;0;-0.044;-11.37;4.187;89.5;4.497;252.7;0.02;-19.02772;7.65772
107;17.04.1995;500;0.398;0.028;-7.19;3.974;93.2;4.961;254;0.02;-18.98236;11.79236
107;17.04.1995;600;0.796;2.433;-4.749;3.37;97;3.853;254.9;0;-17.46721;12.71821
107;17.04.1995;700;0.597;15.32;5.61;2.916;98.8;3.208;239.1;0.01;-9.3484;14.9584
107;17.04.1995;800;0.796;32.74;19.02;2.529;99.6;3.685;227.1;0.01;1.6262;17.3938
107;17.04.1995;900;0.199;150.6;109.5;3.078;98.8;4.131;226.2;0.07;75.878;33.622
107;17.04.1995;1000;0;156.1;108;3.925;97.3;4.875;226.7;0.08;79.343;28.657
107;17.04.1995;1100;0.597;158.5;110.1;4.637;98.4;4.424;223.8;0.08;80.855;29.245
107;17.04.1995;1200;0.597;136.7;93.1;5.422;98;3.63;216.8;0.07;67.121;25.979
107;17.04.1995;1300;0.398;101.7;67.68;6.154;97.4;3.309;229.1;0.05;45.071;22.609
107;17.04.1995;1400;0.796;106.4;71.7;6.378;96.7;3.643;241.1;0.06;48.032;23.668
107;17.04.1995;1500;0.199;129.3;87.2;6.473;98.3;3.399;208.7;0.07;62.459;24.741
107;17.04.1995;1600;0.796;80.5;51.88;6.949;98.3;3.96;218.1;0.04;31.715;20.165
107;17.04.1995;1700;0.199;56;34.71;7.28;97.7;4.147;235;0.03;16.28;18.43
107;17.04.1995;1800;0.199;27.49;13.64;7.75;96.9;3.594;245;0.02;-1.6813;15.3213
107;17.04.1995;1900;1.194;7.69;-0.518;7.45;97.7;4.029;239.4;0.01;-14.1553;13.6373
107;17.04.1995;2000;0.398;0.363;-6.812;7.04;97.7;3.674;247.7;0;-18.77131;11.95931
107;17.04.1995;2100;0.597;0;-5.849;6.766;97.8;4.645;242.3;0;-19;13.151
107;17.04.1995;2200;0.199;0;-7.17;6.389;96.8;5.44;236.4;0.01;-19;11.83
107;17.04.1995;2300;0;0;-6.484;6.321;97.1;5.419;226;0.01;-19;12.516
108;18.04.1995;0;0;0;-4.602;6.478;97.7;5.075;226.2;0;-19;14.398
108;18.04.1995;100;0;0;-7.48;6.602;97.8;5.134;219.5;0;-19;11.52
108;18.04.1995;200;0;0;-4.442;6.768;97.7;5.549;214.9;0.01;-19;14.558
108;18.04.1995;300;0.199;0;-4.004;6.971;96.7;5.368;207.6;0.01;-19;14.996
108;18.04.1995;400;0;0;-5.893;6.733;97.2;5.185;202.9;0.01;-19;13.107
108;18.04.1995;500;0;0.055;-5.368;6.935;97;6.219;200.9;0.01;-18.96535;13.59735
108;18.04.1995;600;0;7.71;-2.669;7.25;95.7;6.925;197.8;0.02;-14.1427;11.4737
108;18.04.1995;700;0;48.64;32.2;7.84;93.8;7.67;196.7;0.06;11.6432;20.5568
108;18.04.1995;800;0.199;120.8;86.7;7.9;96.8;7.89;193;0.08;57.104;29.596
108;18.04.1995;900;0;242.5;176.6;8.65;95.8;8.44;195.2;0.16;133.775;42.825
108;18.04.1995;1000;0;122.5;86.9;8.92;94.6;7.69;192.6;0.1;58.175;28.725
108;18.04.1995;1100;0.796;80;56.47;8.92;97;6.122;198.2;0.06;31.4;25.07
108;18.04.1995;1200;0;314.6;224.5;10.73;87.8;7.89;214.6;0.26;179.198;45.302
108;18.04.1995;1300;0;582.9;418.2;12.19;81.2;9.41;214.8;0.5;348.227;69.973
108;18.04.1995;1400;1.99;129.1;85.3;9.89;90.9;8.49;248.2;0.13;62.333;22.967
108;18.04.1995;1500;0.398;114.1;71.3;8.58;91.9;5.932;246.3;0.09;52.883;18.417
108;18.04.1995;1600;0.199;109.6;67.95;8.7;91.7;5.811;234.3;0.09;50.048;17.902
108;18.04.1995;1700;1.393;46.52;23.5;7.52;94.1;5.738;259.4;0.04;10.3076;13.1924
108;18.04.1995;1800;0.995;26.85;7.25;7.06;88.9;5.411;262.1;0.05;-2.0845;9.3345
108;18.04.1995;1900;0.199;32.68;1.137;5.71;95.6;4.086;244.2;0.01;1.5884;0.4514
108;18.04.1995;2000;0;2.965;-37.99;4.641;98.5;2.252;217.1;-0.02;-17.13205;20.85795
108;18.04.1995;2100;0;0;-15.42;4.37;99;1.921;236;-0.01;-19;3.58
108;18.04.1995;2200;0;-0.006;-24.5;4.422;97.8;2.187;236;-0.01;-19.00378;5.49622
108;18.04.1995;2300;0;-0.011;-34.83;3.003;98.6;1.868;233.4;-0.02;-19.00693;15.82307
109;19.04.1995;0;0;-0.022;-26.21;2.074;100.2;1.132;196.9;-0.02;-19.01386;7.19614
109;19.04.1995;100;0;-0.039;-19.14;1.905;100.9;1.248;172.8;-0.01;-19.02457;0.11543
109;19.04.1995;200;0;-0.033;-19.08;1.636;101.3;1.178;180.3;-0.01;-19.02079;0.05921
109;19.04.1995;300;0;-0.072;-18.46;1.302;101.3;1.122;219.7;-0.01;-19.04536;0.58536
109;19.04.1995;400;0;-0.028;-15.42;1.356;101.9;1.475;174.6;-0.01;-19.01764;3.59764
109;19.04.1995;500;0;0.297;-16.85;1.107;102.3;1.824;179.5;-0.01;-18.81289;1.96289
109;19.04.1995;600;0;17.91;-12.72;0.396;102.9;1.389;200.8;-0.01;-7.7167;5.0033
109;19.04.1995;700;0;137.1;44.17;1.715;102.7;2.157;201.1;0.02;67.373;23.203
109;19.04.1995;800;0;237.3;122;3.581;99.4;1.488;185.2;0.08;130.499;8.499
109;19.04.1995;900;0;394.6;241.9;5.022;85.2;1.47;229.3;0.18;229.598;12.302
109;19.04.1995;1000;0;549.7;353.4;5.963;76.5;1.153;230.2;0.27;327.311;26.089
109;19.04.1995;1100;0;615.8;399.6;7.32;69.93;1.483;184.5;0.33;368.954;30.646
109;19.04.1995;1200;0;636.9;419.5;7.87;61.25;1.489;216.2;0.36;382.247;37.253
109;19.04.1995;1300;0;622.2;419.8;8.32;61.5;2.035;209.8;0.38;372.986;46.814
109;19.04.1995;1400;0;429.1;276.8;8.57;60.04;2.509;150.9;0.29;251.333;25.467
109;19.04.1995;1500;0;195.1;115.2;8.2;65.89;2.887;136.6;0.16;103.913;11.287
109;19.04.1995;1600;0;94.9;46.24;7.87;70.1;2.323;114.5;0.08;40.787;5.453
109;19.04.1995;1700;0;56.18;22.09;7.72;74.1;2.549;106.6;0.06;16.3934;5.6966
109;19.04.1995;1800;0.796;26.91;2.785;6.61;88.7;2.653;109.2;0.02;-2.0467;4.8317
109;19.04.1995;1900;0.597;9.57;-8.03;5.579;93.7;1.793;54.07;0;-12.9709;4.9409
109;19.04.1995;2000;0.796;0.38;-12.24;5.423;97.2;1.773;185.3;-0.01;-18.7606;6.5206
109;19.04.1995;2100;0.995;0;-10.4;5.182;98;2.395;293.6;0;-19;8.6
109;19.04.1995;2200;1.194;0;-7.4;4.739;99.6;3.327;319.2;0;-19;11.6
109;19.04.1995;2300;1.393;0;-5.777;4.343;101;4.092;307.1;-0.01;-19;13.223
110;20.04.1995;0;1.791;0;-6.448;3.757;100.2;5.217;325.6;0;-19;12.552
110;20.04.1995;100;1.393;0;-6.5;2.834;100.2;5.094;325.2;0;-19;12.5
110;20.04.1995;200;0.597;0.006;-5.953;2.335;101;5.081;308.9;-0.01;-18.99622;13.04322
110;20.04.1995;300;1.194;0;-5.596;1.915;101.8;4.698;293.6;-0.01;-19;13.404
110;20.04.1995;400;1.393;0.006;-5.734;1.24;102.1;5.008;293.2;-0.01;-18.99622;13.26222
110;20.04.1995;500;0.398;0.116;-5.406;1.444;102.9;4.48;283.6;-0.01;-18.92692;13.52092
110;20.04.1995;600;0;5.46;-8.24;2.044;102.2;3.084;282.2;-0.01;-15.5602;7.3202
110;20.04.1995;700;0;53.75;28.01;2.809;100.7;2.671;253.6;0.02;14.8625;13.1475
110;20.04.1995;800;0;207;108.6;3.879;98.2;4.47;225.8;0.08;111.41;2.81
110;20.04.1995;900;0;330.5;206.3;5.161;92;5.317;240.3;0.17;189.215;17.085
110;20.04.1995;1000;0;525.5;329;6.208;78.5;4.606;253.7;0.3;312.065;16.935
110;20.04.1995;1100;0;614;396;7.13;66.87;3.925;250.3;0.38;367.82;28.18
110;20.04.1995;1200;0;502;324.9;7.72;59.86;3.306;230.3;0.34;297.26;27.64
110;20.04.1995;1300;0;741;511;8.5;54.84;3.722;219.2;0.52;447.83;63.17
110;20.04.1995;1400;0;572.4;362.9;9.02;53.94;3.602;211.6;0.41;341.612;21.288
110;20.04.1995;1500;0;651.1;403.8;9.88;49.34;3.127;186.5;0.44;391.193;12.607
110;20.04.1995;1600;0;314.1;186.7;9.72;48.84;2.051;188.9;0.23;178.883;7.817
110;20.04.1995;1700;0;229.4;120.1;9.74;51.91;3.271;153;0.21;125.522;5.422
110;20.04.1995;1800;0;65.71;3.87;9.2;57.19;3.021;155;0.1;22.3973;18.5273
110;20.04.1995;1900;0;24.46;-33.59;8.16;68.36;3.045;166.3;0.04;-3.5902;29.9998
110;20.04.1995;2000;0;1.831;-52.65;6.544;78.9;1.85;146.5;-0.01;-17.84647;34.80353
110;20.04.1995;2100;0;0;-54.68;6.464;73.4;1.011;86.7;-0.02;-19;35.68
110;20.04.1995;2200;0;0;-54.1;5.185;78.5;0.879;141;-0.03;-19;35.1
110;20.04.1995;2300;0;0;-47.59;4.187;86.7;1.056;144.5;-0.02;-19;28.59
111;21.04.1995;0;0;0;-32.94;2.885;94.5;1.041;167.3;-0.02;-19;13.94
111;21.04.1995;100;0;0;-26.22;1.693;98.6;0.835;181.2;-0.02;-19;7.22
111;21.04.1995;200;0;0;-23.76;1.385;100.7;0.707;184.8;-0.01;-19;4.76
111;21.04.1995;300;0;0;-21.2;1.124;101.2;1.344;112;-0.01;-19;2.2
111;21.04.1995;400;0;0;-24.82;0.999;99.5;0.836;148.9;-0.01;-19;5.82
111;21.04.1995;500;0;0.369;-24.42;0.673;100.3;1.18;117;-0.01;-18.76753;5.65247
111;21.04.1995;600;0;20.7;-15.7;0.534;100.8;0.57;101.7;-0.01;-5.959;9.741
111;21.04.1995;700;0;134.3;40.12;2.179;99.2;0.78;101.6;0.03;65.609;25.489
111;21.04.1995;800;0;279.2;139.5;4.533;87.9;1.337;108.8;0.11;156.896;17.396
111;21.04.1995;900;0;417;233.8;6.317;79.1;2.287;85.7;0.2;243.71;9.91
111;21.04.1995;1000;0;522;313.1;8.31;74.4;2.286;71.6;0.28;309.86;3.24
111;21.04.1995;1100;0;623;407.2;9.94;69.94;3.771;61.47;0.41;373.49;33.71
111;21.04.1995;1200;0;572.4;382.7;10.83;69.65;4.395;77.6;0.42;341.612;41.088
111;21.04.1995;1300;0;662.6;439.8;11.69;63.19;4.995;77.8;0.52;398.438;41.362
111;21.04.1995;1400;0;576;393.2;12.2;59.68;5.577;88.3;0.52;343.88;49.32
111;21.04.1995;1500;0;502.6;338.7;12.46;58.7;5.684;77.4;0.48;297.638;41.062
111;21.04.1995;1600;0;464.3;308;12.76;56.22;5.822;83;0.47;273.509;34.491
111;21.04.1995;1700;0;193.7;110.5;12.55;56.13;4.985;65.12;0.27;103.031;7.469
111;21.04.1995;1800;0;94.6;45.18;12.02;62.38;4.769;71.9;0.18;40.598;4.582
111;21.04.1995;1900;0;54.78;15.29;11.2;68.04;5.156;62.39;0.14;15.5114;0.2214
111;21.04.1995;2000;0;2.199;-8.84;10.21;74;5.252;70.4;0.1;-17.61463;8.77463
111;21.04.1995;2100;0;0;-5.402;9.74;78.7;5.135;65.38;0.08;-19;13.598
111;21.04.1995;2200;0;0;-4.41;9.47;82.3;5.011;72.5;0.06;-19;14.59
111;21.04.1995;2300;0;0;-4.032;9.08;84.2;5.285;78;0.06;-19;14.968
112;22.04.1995;0;0;0;-3.937;8.69;86.4;4.889;78;0.05;-19;15.063
112;22.04.1995;100;0;0;-3.937;8.31;89.6;4.63;75;0.03;-19;15.063
112;22.04.1995;200;0;0;-3.967;8.07;91.1;3.659;56.87;0.02;-19;15.033
112;22.04.1995;300;0;0;-4.011;7.75;92.2;3.969;58.36;0.02;-19;14.989
112;22.04.1995;400;0;0;-3.85;7.43;92.9;4.66;65.33;0.02;-19;15.15
112;22.04.1995;500;0;0.16;-3.748;7.01;94;3.791;62.99;0.01;-18.8992;15.1512
112;22.04.1995;600;0;11.55;4.886;6.758;95.2;4.068;69.53;0.02;-11.7235;16.6095
112;22.04.1995;700;0;62.69;40.85;6.755;96.4;4.115;71.7;0.04;20.4947;20.3553
112;22.04.1995;800;0;94.8;63.46;7.02;98.1;4.905;83.5;0.05;40.724;22.736
112;22.04.1995;900;0;141.9;96.8;7.25;98.2;3.867;88.7;0.08;70.397;26.403
112;22.04.1995;1000;0;206.7;142;7.72;97.7;3.901;87.2;0.11;111.221;30.779
112;22.04.1995;1100;0;473.1;311.3;9.01;95.6;3.868;75.6;0.26;279.053;32.247
112;22.04.1995;1200;0;651;436;11.31;89.5;4.3;72.6;0.4;391.13;44.87
112;22.04.1995;1300;0;718;481.8;13.65;85.4;4.466;83.3;0.48;433.34;48.46
112;22.04.1995;1400;0;674.9;450.1;16.01;79.4;4.16;79.8;0.49;406.187;43.913
112;22.04.1995;1500;0;581.8;387.2;17.69;74.1;4.373;85.6;0.48;347.534;39.666
112;22.04.1995;1600;0;481.4;317.5;19.06;71.1;3.856;82.3;0.42;284.282;33.218
112;22.04.1995;1700;0;261.9;152.3;19.73;69.68;3.331;81.5;0.25;145.997;6.303
112;22.04.1995;1800;0;148.9;75.1;19.95;69.29;1.939;107.4;0.13;74.807;0.293
112;22.04.1995;1900;0;40.89;-6.424;18.47;76.8;1.279;108.7;0.02;6.7607;13.1847
112;22.04.1995;2000;0;2.708;-29.38;15.49;89.6;1.444;300.9;-0.01;-17.29396;12.08604
112;22.04.1995;2100;0;-0.011;-28.89;14.2;95.2;2.888;293.3;-0.01;-19.00693;9.88307
112;22.04.1995;2200;0;-0.077;-30.42;14.09;90.1;5.24;299;0.02;-19.04851;11.37149
112;22.04.1995;2300;0;-0.044;-25.6;13.35;91.4;4.618;289.1;0.01;-19.02772;6.57228
113;23.04.1995;0;0;-0.044;-19.36;12.78;92.6;3.901;284.1;0.01;-19.02772;0.33228
113;23.04.1995;100;0;-0.005;-21.67;12.54;92;3.809;287.8;0.01;-19.00315;2.66685
113;23.04.1995;200;0;0;-19.35;12.06;93.3;3.902;285.4;0;-19;0.35
113;23.04.1995;300;0;-0.011;-17.33;11.63;93.2;4.099;298.1;0.01;-19.00693;1.67693
113;23.04.1995;400;0;0;-15.42;11.17;95.1;3.258;281.3;0;-19;3.58
113;23.04.1995;500;0;0.88;-16.26;10.8;96;2.71;283.5;0;-18.4456;2.1856
113;23.04.1995;600;0;30.51;-7.04;10.47;96.5;2.415;282.1;0;0.2213;7.2613
113;23.04.1995;700;0;82.8;39.59;11.06;95.8;2.83;305.2;0.04;33.164;6.426
113;23.04.1995;800;0;261.2;153;11.91;92.8;3.429;307.6;0.15;145.556;7.444
113;23.04.1995;900;0;430.3;267.5;13.34;86;3.611;312.5;0.28;252.089;15.411
113;23.04.1995;1000;0;521.9;335.2;14.63;83.4;3.921;303.7;0.36;309.797;25.403
113;23.04.1995;1100;0;626.7;411.9;16.32;77.9;4.331;288.8;0.47;375.821;36.079
113;23.04.1995;1200;0;634.6;418.1;17.22;74.1;3.437;249.6;0.48;380.798;37.302
113;23.04.1995;1300;0;612.5;403.1;17.88;71.6;2.759;231.8;0.46;366.875;36.225
113;23.04.1995;1400;0;625;412.3;18.8;69.99;2.415;239.9;0.47;374.75;37.55
113;23.04.1995;1500;0;564.1;367.8;19.69;68.06;2.224;238.9;0.43;336.383;31.417
113;23.04.1995;1600;0;454.1;294;20.61;65.95;2.63;55.68;0.38;267.083;26.917
113;23.04.1995;1700;0;311.2;168.8;20.71;64.89;3.259;55.21;0.28;177.056;8.256
113;23.04.1995;1800;0;172.8;85.2;20.76;66.79;2.149;44.73;0.16;89.864;4.664
113;23.04.1995;1900;0;54.22;-7.49;20.16;70.8;1.107;24.93;0.02;15.1586;22.6486
113;23.04.1995;2000;0;2.773;-43.2;17.68;81.9;1.049;184.7;-0.02;-17.25301;25.94699
113;23.04.1995;2100;0;-0.016;-37.3;15.45;91.3;0.846;305.3;-0.03;-19.01008;18.28992
113;23.04.1995;2200;0;-0.022;-29.02;14.52;94.9;0.791;208.8;-0.02;-19.01386;10.00614
113;23.04.1995;2300;0;-0.011;-21.96;13.11;98;0.639;186.8;-0.02;-19.00693;2.95307
114;24.04.1995;0;0;0.027;-22.32;14.43;91.5;2.295;56.92;0;-18.98299;3.33701
114;24.04.1995;100;0;0;-33.69;16.19;77.1;3.817;58.25;0.05;-19;14.69
114;24.04.1995;200;0;-0.005;-34.43;15.79;74.5;3.46;76.2;0.05;-19.00315;15.42685
114;24.04.1995;300;0;-0.005;-36.45;15.08;76.6;2.741;93.2;0.02;-19.00315;17.44685
114;24.04.1995;400;0;-0.005;-38.18;14.27;78.5;1.593;98;0;-19.00315;19.17685
114;24.04.1995;500;0;1.479;-37.15;13.07;82.7;1.46;80.9;-0.01;-18.06823;19.08177
114;24.04.1995;600;0;37.03;-12.59;14.1;77.2;3.849;64.48;0.06;4.3289;16.9189
114;24.04.1995;700;0;150.3;61.27;14.35;78.1;3.851;68.31;0.13;75.689;14.419
114;24.04.1995;800;0;289.4;155.8;15.41;77;4.052;65.35;0.22;163.322;7.522
114;24.04.1995;900;0;428.4;249.3;16.71;74.4;4.363;69.26;0.34;250.892;1.592
114;24.04.1995;1000;0;561;348.9;18.29;70.1;5.111;73.5;0.48;334.43;14.47
114;24.04.1995;1100;0;673.4;446.3;20.04;62.75;5.688;75.1;0.65;405.242;41.058
114;24.04.1995;1200;0;746;495.5;20.88;53.53;7.29;82.2;0.84;450.98;44.52
114;24.04.1995;1300;0;754;499.3;21.61;49.42;6.989;75.8;0.87;456.02;43.28
114;24.04.1995;1400;0;712;467.9;22.2;45.78;7.24;70.5;0.89;429.56;38.34
114;24.04.1995;1500;0;625.3;407.2;22.57;45.61;7.07;76;0.82;374.939;32.261
114;24.04.1995;1600;0;504.3;323.2;22.63;44.24;7.1;78.9;0.75;298.709;24.491
114;24.04.1995;1700;0;359.5;178;22.46;44.34;6.879;78.5;0.58;207.485;29.485
114;24.04.1995;1800;0;193.8;99.8;21.75;47.14;5.18;68.29;0.38;103.094;3.294
114;24.04.1995;1900;0;63.96;5.351;20.31;53.05;4.818;57.61;0.23;21.2948;15.9438
114;24.04.1995;2000;0;5.529;-33.64;18.93;57.22;4.727;55.51;0.16;-15.51673;18.12327
114;24.04.1995;2100;0;0.005;-36.62;17.78;62.05;4.757;55.6;0.13;-18.99685;17.62315
114;24.04.1995;2200;0;-0.06;-36.24;16.9;66.18;4.592;49.31;0.11;-19.0378;17.2022
114;24.04.1995;2300;0;-0.104;-37.21;16.02;70.5;4.262;54.29;0.08;-19.06552;18.14448
115;25.04.1995;0;0;-0.027;-38.69;15.07;75.8;3.28;63.36;0.03;-19.01701;19.67299
115;25.04.1995;100;0;-0.011;-39.06;14.36;79.8;2.836;57.08;0.01;-19.00693;20.05307
115;25.04.1995;200;0;-0.005;-39.06;13.74;81.8;4.098;51.59;0.03;-19.00315;20.05685
115;25.04.1995;300;0;0;-37.37;13.32;82;4.273;55.29;0.03;-19;18.37
115;25.04.1995;400;0;0;-24.74;12.85;82.8;3.746;48.55;0.03;-19;5.74
115;25.04.1995;500;0;1.144;-18.66;12.84;81.8;3.499;53.04;0.04;-18.27928;0.38072
115;25.04.1995;600;0;38.5;-15.59;12.24;82.9;3.708;46.41;0.04;5.255;20.845
115;25.04.1995;700;0;151.4;52.13;12.42;80.7;4.191;46.55;0.11;76.382;24.252
115;25.04.1995;800;0;326.9;171.4;13.33;77.3;4.683;55.98;0.24;186.947;15.547
115;25.04.1995;900;0;493;283.1;14.31;74.5;4.975;59.76;0.36;291.59;8.49
115;25.04.1995;1000;0;563.5;336.2;15.06;72.4;5.179;57.02;0.43;336.005;0.195
115;25.04.1995;1100;0;663.5;418.5;16.23;70.2;5.008;56.36;0.52;399.005;19.495
115;25.04.1995;1200;0;701;439.3;17.44;67.57;5.887;80.5;0.59;422.63;16.67
115;25.04.1995;1300;0;643.8;406.7;18.17;63.97;5.924;82.4;0.59;386.594;20.106
115;25.04.1995;1400;0;611.5;385.8;18.98;56.96;5.984;73.4;0.62;366.245;19.555
115;25.04.1995;1500;0;389.9;237.6;18.63;58.78;5.905;77.3;0.46;226.637;10.963
115;25.04.1995;1600;0;267.4;156.8;18.89;59.11;3.62;66.93;0.3;149.462;7.338
115;25.04.1995;1700;0;299.1;164.6;19.69;57.6;4.003;55.78;0.33;169.433;4.833
115;25.04.1995;1800;0;248.9;141.8;20.22;52.5;4.213;56.19;0.34;137.807;3.993
115;25.04.1995;1900;0.995;34.78;4.115;18.27;57.24;3.777;85.5;0.16;2.9114;1.2036
115;25.04.1995;2000;0;1.961;-20.35;16.2;66.22;1.406;124;0.02;-17.76457;2.58543
115;25.04.1995;2100;0;-0.044;-31.76;14.44;79.2;2.079;198.5;0.01;-19.02772;12.73228
115;25.04.1995;2200;0;-0.071;-37.35;14.19;78.2;0.92;156.4;-0.02;-19.04473;18.30527
115;25.04.1995;2300;0;0;-28.44;14.38;75;1.227;62.34;0;-19;9.44
116;26.04.1995;0;0;0;-40.62;13.26;77.3;1.376;126.1;-0.01;-19;21.62
116;26.04.1995;100;0;0;-45.7;12.01;80.1;1.03;199.4;-0.02;-19;26.7
116;26.04.1995;200;0;0;-42.32;11.12;81.6;1.091;220.2;-0.02;-19;23.32
116;26.04.1995;300;0;0;-34.53;10.84;81.8;1.061;101.1;-0.01;-19;15.53
116;26.04.1995;400;0;0;-40.41;9.56;88.6;1.49;298.5;-0.02;-19;21.41
116;26.04.1995;500;0;0.446;-35.47;9.18;89.8;1.629;325;-0.02;-18.71902;16.75098
116;26.04.1995;600;0;15.04;-26.56;8.57;92.3;1.682;293.9;-0.01;-9.5248;17.0352
116;26.04.1995;700;0;72.3;30.64;8.66;94;1.948;300.4;0.03;26.549;4.091
116;26.04.1995;800;0;121.4;68.24;9.51;90.9;2.268;204.9;0.07;57.482;10.758
116;26.04.1995;900;0;239.7;145.9;10.77;88.4;2.379;53.74;0.14;132.011;13.889
116;26.04.1995;1000;0;219.7;137.3;12.12;84.1;1.967;89.9;0.14;119.411;17.889
116;26.04.1995;1100;0;431.6;275.9;12.85;83.7;2.531;149.5;0.27;252.908;22.992
116;26.04.1995;1200;0;748;493.9;14.4;77.5;3.038;169.6;0.5;452.24;41.66
116;26.04.1995;1300;0;774;511.8;15.98;72.4;2.748;84.2;0.54;468.62;43.18
116;26.04.1995;1400;0;639.4;412.3;16.42;67.9;3.201;50.54;0.48;383.822;28.478
116;26.04.1995;1500;0;509.7;319.9;17.22;64.03;3.292;102.9;0.41;302.111;17.789
116;26.04.1995;1600;0;544.9;342.6;18.12;58.51;3.472;39.39;0.47;324.287;18.313
116;26.04.1995;1700;0;319.5;168.6;18.47;55.72;3.174;43.01;0.3;182.285;13.685
116;26.04.1995;1800;0;138.3;63.92;17.98;58.08;2.665;29.76;0.17;68.129;4.209
116;26.04.1995;1900;0;55;7.05;17.06;62.2;2.204;40.87;0.08;15.65;8.6
116;26.04.1995;2000;0;6.943;-23.22;15.58;75.4;3.399;172;0.05;-14.62591;8.59409
116;26.04.1995;2100;0;0.005;-33.59;13.9;81.9;2.874;75.2;0.01;-18.99685;14.59315
116;26.04.1995;2200;0;-0.005;-44.79;12.14;87.1;2.353;97.6;-0.01;-19.00315;25.78685
116;26.04.1995;2300;0;0;-42.59;10.86;90.4;1.534;141.5;-0.02;-19;23.59
117;27.04.1995;0;0;0;-39.09;9.85;93.7;1.785;275.5;-0.02;-19;20.09
117;27.04.1995;100;0;0;-34.05;9.23;95.9;1.624;318.3;-0.02;-19;15.05
117;27.04.1995;200;0;0;-29.73;8.93;96.5;1.455;257.6;-0.02;-19;10.73
117;27.04.1995;300;0;0;-27.04;7.99;99;1.267;314.9;-0.02;-19;8.04
117;27.04.1995;400;0;0;-16.05;7.82;99;1.899;245;-0.01;-19;2.95
117;27.04.1995;500;0;0.275;-7.8;7.47;97.9;1.498;40.93;0;-18.82675;11.02675
117;27.04.1995;600;0;6.734;-2.509;7.54;98.4;1.616;48.9;0;-14.75758;12.24858
117;27.04.1995;700;0;17.89;5.608;7.5;98.2;2.058;268.6;0.01;-7.7293;13.3373
117;27.04.1995;800;0;31.06;14.74;6.861;99.2;2.257;267.8;0.01;0.5678;14.1722
117;27.04.1995;900;0;81.4;48.38;7.07;99.6;1.792;68.57;0.04;32.282;16.098
117;27.04.1995;1000;0;168;106.5;7.88;98.2;1.99;234.1;0.08;86.84;19.66
117;27.04.1995;1100;0;245.7;157.7;8.8;94.1;3.077;303;0.14;135.791;21.909
117;27.04.1995;1200;0;303.3;195.8;9.32;91.6;4.005;305.3;0.18;172.079;23.721
117;27.04.1995;1300;0;244.7;154.9;9.64;91.4;3.903;305;0.15;135.161;19.739
117;27.04.1995;1400;0;500.6;318.2;10.88;86.8;3.771;297.8;0.3;296.378;21.822
117;27.04.1995;1500;0;621;387.1;13.66;76.8;4.086;306.3;0.42;372.23;14.87
117;27.04.1995;1600;0;379.5;233.5;15;73.3;4.68;312;0.32;220.085;13.415
117;27.04.1995;1700;0;162.7;99.8;14.38;78;5.4;304.6;0.19;83.501;16.299
117;27.04.1995;1800;0;34.41;16.57;12.03;88.5;6.1;289.6;0.07;2.6783;13.8917
117;27.04.1995;1900;0;10.44;0.109;10.47;90.3;5.496;298.3;0.04;-12.4228;12.5318
117;27.04.1995;2000;0;0.962;-6.254;9.89;91.5;4.631;291.3;0.02;-18.39394;12.13994
117;27.04.1995;2100;0;0;-7.3;8.35;97.4;5.44;305.7;0;-19;11.7
117;27.04.1995;2200;0;0;-9.96;7.91;94.3;4.035;294.5;0.01;-19;9.04
117;27.04.1995;2300;0;0;-10.27;7.2;80.5;5.297;288.8;0.06;-19;8.73
118;28.04.1995;0;0;0;-11.62;6.873;79.7;3.226;261.1;0.04;-19;7.38
118;28.04.1995;100;0;0;-9.96;6.804;79.6;3.94;273;0.05;-19;9.04
118;28.04.1995;200;0;0;-9.52;6.568;77.5;4.788;293.4;0.07;-19;9.48
118;28.04.1995;300;0;0;-9.74;6.145;75.3;4.899;280.8;0.07;-19;9.26
118;28.04.1995;400;0;0;-10.12;5.727;73.2;4.692;280.7;0.08;-19;8.88
118;28.04.1995;500;0;0.297;-9.81;5.525;74.6;4.05;279.1;0.06;-18.81289;9.00289
118;28.04.1995;600;0;7.81;-4.61;5.528;76.6;3.348;272.5;0.05;-14.0797;9.4697
118;28.04.1995;700;0;23;6.47;5.713;77;3.792;283.8;0.06;-4.51;10.98
118;28.04.1995;800;0;42.99;20.3;5.914;76;4.011;300.4;0.08;8.0837;12.2163
118;28.04.1995;900;0;74.1;40.81;6.099;76.1;3.814;302.2;0.09;27.683;13.127
118;28.04.1995;1000;0;99.3;56.65;6.219;78;4.168;292.6;0.1;43.559;13.091
118;28.04.1995;1100;0;159.7;95.4;6.366;78;4.106;304.8;0.13;81.611;13.789
118;28.04.1995;1200;0;274.5;171.5;6.95;71.6;4.536;307.8;0.21;153.935;17.565
118;28.04.1995;1300;0;311.2;194.4;7.53;68.88;3.979;311.9;0.23;177.056;17.344
118;28.04.1995;1400;0;297.3;183.4;7.8;67.58;4.154;296.7;0.23;168.299;15.101
118;28.04.1995;1500;0;305.6;185.9;8.08;66.8;3.867;304.3;0.23;173.528;12.372
